contract_id,supplier_id,contract_no,category,currency,agreed_lead_time_days,payment_terms,start_date,end_date,status
CTR-000201,SUP-00042,ДОГ-2489/2024,Подшипники,USD,30,Отсрочка 30 дней,2024-04-17,2025-03-15,Истёк
CTR-000202,SUP-00422,ДОГ-5182/2024,Услуги (логистика/ремонт),CNY,21,Отсрочка 15 дней,2024-10-13,2026-08-13,Действует
CTR-000203,SUP-00400,ДОГ-8595/2025,Гидравлика,RUB,7,Предоплата 100%,2025-06-04,2026-11-11,Действует
CTR-000204,SUP-00234,ДОГ-9375/2024,Шины и диски,USD,45,Предоплата 100%,2024-09-26,2026-01-26,Действует
CTR-000205,SUP-00266,ДОГ-9039/2024,ЛКМ и химия,CNY,30,Предоплата 50%,2024-03-25,2026-01-30,Действует
CTR-000206,SUP-00051,ДОГ-9668/2025,Шины и диски,USD,30,Предоплата 50%,2025-03-17,2026-08-08,Действует
CTR-000207,SUP-00480,ДОГ-5564/2024,ЛКМ и химия,CNY,21,Предоплата 50%,2024-05-04,2026-05-11,Действует
CTR-000208,SUP-00125,ДОГ-9647/2024,Гидравлика,RUB,14,Предоплата 100%,2024-02-04,2026-05-08,Действует
CTR-000209,SUP-00177,ДОГ-4265/2024,Услуги (логистика/ремонт),RUB,7,Отсрочка 45 дней,2024-05-25,2026-04-09,Действует
CTR-000210,SUP-00166,ДОГ-1032/2024,Металлопрокат,RUB,7,Предоплата 100%,2024-11-26,2025-05-25,Истёк
CTR-000211,SUP-00264,ДОГ-8429/2025,Шины и диски,CNY,7,Предоплата 100%,2025-01-14,2026-08-08,Действует
CTR-000212,SUP-00296,ДОГ-2474/2023,Крепёж,RUB,7,Предоплата 100%,2023-12-29,2026-10-31,Действует
CTR-000213,SUP-00175,ДОГ-7299/2023,Подшипники,RUB,10,Отсрочка 15 дней,2023-12-28,2026-03-02,Действует
CTR-000214,SUP-00360,ДОГ-9715/2024,Услуги (логистика/ремонт),CNY,7,Отсрочка 30 дней,2024-07-19,2026-11-07,Действует
CTR-000215,SUP-00169,ДОГ-9972/2025,Гидравлика,USD,14,Предоплата 100%,2025-07-02,2026-06-19,Действует
CTR-000216,SUP-00169,ДОГ-9438/2024,ЛКМ и химия,RUB,10,Предоплата 100%,2024-02-05,2026-11-15,Действует
CTR-000217,SUP-00179,ДОГ-2574/2024,Крепёж,RUB,7,Предоплата 100%,2024-04-03,2025-02-02,Истёк
CTR-000218,SUP-00339,ДОГ-6402/2025,Подшипники,CNY,14,Предоплата 50%,2025-07-16,2026-12-08,Действует
CTR-000219,SUP-00061,ДОГ-2120/2024,Электрооборудование,RUB,14,Предоплата 100%,2024-01-13,2026-01-20,Действует
CTR-000220,SUP-00397,ДОГ-6269/2024,Гидравлика,CNY,30,Предоплата 50%,2024-10-05,2026-08-30,Действует
CTR-000221,SUP-00294,ДОГ-7626/2024,Гидравлика,USD,10,Отсрочка 45 дней,2024-10-11,2025-07-28,Истёк
CTR-000222,SUP-00379,ДОГ-1262/2024,Подшипники,CNY,7,Предоплата 50%,2024-04-01,2026-05-30,Действует
CTR-000223,SUP-00360,ДОГ-8319/2024,ЛКМ и химия,RUB,10,Отсрочка 30 дней,2024-05-29,2026-10-03,Действует
CTR-000224,SUP-00480,ДОГ-9205/2025,Крепёж,USD,14,Предоплата 50%,2025-01-29,2026-07-10,Действует
CTR-000225,SUP-00360,ДОГ-4156/2024,Гидравлика,RUB,10,Отсрочка 30 дней,2024-05-13,2026-07-16,Действует
CTR-000226,SUP-00479,ДОГ-1137/2024,ЛКМ и химия,RUB,10,Отсрочка 15 дней,2024-08-09,2025-07-31,Истёк
CTR-000227,SUP-00303,ДОГ-2756/2025,Крепёж,USD,7,Предоплата 50%,2025-07-21,2026-07-02,Действует
CTR-000228,SUP-00310,ДОГ-7513/2024,Крепёж,RUB,7,Предоплата 50%,2024-11-25,2026-06-09,Действует
CTR-000229,SUP-00203,ДОГ-7691/2024,Металлопрокат,RUB,7,Отсрочка 15 дней,2024-06-20,2026-08-20,Действует
CTR-000230,SUP-00050,ДОГ-1485/2024,Крепёж,RUB,10,Предоплата 50%,2024-08-30,2026-02-27,Действует
CTR-000231,SUP-00490,ДОГ-7999/2024,Крепёж,RUB,7,Отсрочка 45 дней,2024-05-04,2026-12-01,Действует
CTR-000232,SUP-00048,ДОГ-9155/2024,Гидравлика,USD,14,Отсрочка 30 дней,2024-09-21,2026-01-19,Действует
CTR-000233,SUP-00101,ДОГ-6004/2024,Подшипники,RUB,21,Предоплата 100%,2024-09-15,2026-02-06,Действует
CTR-000234,SUP-00175,ДОГ-2754/2024,Крепёж,RUB,10,Отсрочка 15 дней,2024-08-06,2026-01-26,Действует
CTR-000235,SUP-00007,ДОГ-9057/2025,Подшипники,RUB,10,Предоплата 50%,2025-05-20,2025-07-09,Истёк
CTR-000236,SUP-00162,ДОГ-9761/2025,Подшипники,RUB,14,Отсрочка 15 дней,2025-03-01,2026-08-11,Действует
CTR-000237,SUP-00397,ДОГ-7459/2024,Услуги (логистика/ремонт),RUB,30,Предоплата 50%,2024-05-03,2026-04-17,Действует
CTR-000238,SUP-00171,ДОГ-7556/2025,Подшипники,RUB,14,Отсрочка 30 дней,2025-02-26,2026-08-20,Действует
CTR-000239,SUP-00490,ДОГ-9366/2025,ЛКМ и химия,CNY,14,Отсрочка 45 дней,2025-03-22,2025-05-02,Истёк
CTR-000240,SUP-00208,ДОГ-4402/2024,Электрооборудование,RUB,7,Предоплата 50%,2024-03-17,2026-02-13,Действует
CTR-000241,SUP-00175,ДОГ-8919/2024,ЛКМ и химия,RUB,10,Отсрочка 15 дней,2024-04-15,2026-10-30,Действует
CTR-000242,SUP-00105,ДОГ-7869/2024,Гидравлика,CNY,10,Предоплата 50%,2024-09-29,2026-06-20,Действует
CTR-000243,SUP-00475,ДОГ-8091/2024,ЛКМ и химия,CNY,45,Отсрочка 15 дней,2024-05-28,2026-12-06,Действует
CTR-000244,SUP-00395,ДОГ-1281/2024,Гидравлика,RUB,14,Отсрочка 30 дней,2024-06-10,2026-04-12,Действует
CTR-000245,SUP-00324,ДОГ-9078/2024,Шины и диски,CNY,30,Предоплата 50%,2024-03-25,2026-11-23,Действует
CTR-000246,SUP-00035,ДОГ-4825/2024,ЛКМ и химия,RUB,14,Отсрочка 45 дней,2024-05-24,2026-08-21,Действует
CTR-000247,SUP-00350,ДОГ-3928/2024,Крепёж,CNY,30,Предоплата 50%,2024-10-15,2025-04-01,Истёк
CTR-000248,SUP-00131,ДОГ-7638/2025,ЛКМ и химия,RUB,14,Отсрочка 30 дней,2025-02-27,2026-08-09,Действует
CTR-000249,SUP-00418,ДОГ-7079/2024,ЛКМ и химия,RUB,45,Предоплата 100%,2024-04-07,2026-04-06,Действует
CTR-000250,SUP-00392,ДОГ-2940/2024,Гидравлика,RUB,14,Предоплата 100%,2024-03-19,2026-01-29,Действует
CTR-000251,SUP-00296,ДОГ-9137/2025,Подшипники,RUB,45,Предоплата 100%,2025-06-18,2026-07-20,Действует
CTR-000252,SUP-00384,ДОГ-4319/2025,Подшипники,RUB,45,Отсрочка 30 дней,2025-05-26,2026-06-07,Действует
CTR-000253,SUP-00084,ДОГ-1810/2025,Крепёж,RUB,14,Отсрочка 30 дней,2025-03-27,2025-01-30,Истёк
CTR-000254,SUP-00021,ДОГ-2913/2024,Шины и диски,RUB,45,Отсрочка 45 дней,2024-01-08,2026-09-14,Действует
CTR-000255,SUP-00230,ДОГ-7798/2024,Металлопрокат,RUB,45,Предоплата 100%,2024-04-05,2025-01-15,Истёк
CTR-000256,SUP-00397,ДОГ-1834/2024,ЛКМ и химия,RUB,30,Предоплата 50%,2024-06-02,2026-11-25,Действует
CTR-000257,SUP-00329,ДОГ-1154/2025,Крепёж,RUB,10,Предоплата 50%,2025-04-16,2026-07-19,Действует
CTR-000258,SUP-00480,ДОГ-2955/2024,Металлопрокат,USD,10,Предоплата 50%,2024-12-08,2026-04-08,Действует
CTR-000259,SUP-00266,ДОГ-3254/2025,Услуги (логистика/ремонт),CNY,7,Предоплата 50%,2025-03-24,2026-09-12,Действует
CTR-000260,SUP-00378,ДОГ-7991/2025,Металлопрокат,CNY,45,Отсрочка 15 дней,2025-04-18,2025-10-21,Истёк
CTR-000261,SUP-00241,ДОГ-7294/2025,ЛКМ и химия,USD,21,Отсрочка 30 дней,2025-04-20,2026-04-27,Действует
CTR-000262,SUP-00399,ДОГ-1660/2025,Услуги (логистика/ремонт),USD,30,Предоплата 100%,2025-06-26,2026-05-10,Действует
CTR-000263,SUP-00422,ДОГ-1244/2024,Электрооборудование,RUB,21,Отсрочка 15 дней,2024-01-02,2026-10-21,Действует
CTR-000264,SUP-00422,ДОГ-5803/2025,Шины и диски,RUB,10,Отсрочка 15 дней,2025-05-21,2026-05-25,Действует
CTR-000265,SUP-00422,ДОГ-7401/2024,Металлопрокат,USD,30,Отсрочка 15 дней,2024-07-03,2025-03-23,Истёк
CTR-000266,SUP-00344,ДОГ-5252/2025,Гидравлика,USD,7,Отсрочка 30 дней,2025-01-20,2026-09-04,Действует
CTR-000267,SUP-00169,ДОГ-8158/2025,Крепёж,RUB,30,Предоплата 100%,2025-03-23,2026-09-03,Действует
CTR-000268,SUP-00421,ДОГ-2465/2025,Электрооборудование,RUB,45,Отсрочка 45 дней,2025-01-02,2026-06-22,Действует
CTR-000269,SUP-00046,ДОГ-2191/2025,Металлопрокат,USD,7,Отсрочка 45 дней,2025-02-14,2025-05-30,Истёк
CTR-000270,SUP-00097,ДОГ-9563/2025,ЛКМ и химия,RUB,14,Отсрочка 15 дней,2025-01-01,2025-01-16,Истёк
CTR-000271,SUP-00421,ДОГ-3243/2024,ЛКМ и химия,CNY,14,Отсрочка 45 дней,2024-04-19,2026-05-07,Действует
CTR-000272,SUP-00235,ДОГ-7964/2024,Крепёж,RUB,14,Отсрочка 30 дней,2024-08-07,2026-03-09,Действует
CTR-000273,SUP-00422,ДОГ-7177/2024,Услуги (логистика/ремонт),RUB,45,Отсрочка 15 дней,2024-02-11,2026-02-19,Действует
CTR-000274,SUP-00264,ДОГ-4786/2025,Электрооборудование,RUB,14,Предоплата 100%,2025-01-26,2026-07-17,Действует
CTR-000275,SUP-00264,ДОГ-5524/2024,Услуги (логистика/ремонт),USD,14,Предоплата 100%,2024-03-30,2026-03-15,Действует
CTR-000276,SUP-00398,ДОГ-7954/2024,Крепёж,RUB,21,Отсрочка 45 дней,2024-06-02,2026-11-09,Действует
CTR-000277,SUP-00110,ДОГ-3241/2024,Крепёж,USD,21,Отсрочка 45 дней,2024-12-05,2026-03-11,Действует
CTR-000278,SUP-00154,ДОГ-9155/2024,Крепёж,RUB,14,Отсрочка 30 дней,2024-04-04,2026-07-23,Действует
CTR-000279,SUP-00117,ДОГ-8567/2025,Подшипники,RUB,45,Отсрочка 45 дней,2025-01-14,2026-11-16,Действует
CTR-000280,SUP-00168,ДОГ-7058/2024,ЛКМ и химия,USD,21,Предоплата 100%,2024-05-31,2026-08-24,Действует
CTR-000281,SUP-00205,ДОГ-1447/2024,Услуги (логистика/ремонт),RUB,7,Предоплата 50%,2024-02-01,2026-03-07,Действует
CTR-000282,SUP-00414,ДОГ-8875/2025,Шины и диски,USD,45,Предоплата 100%,2025-04-13,2026-05-28,Действует
CTR-000283,SUP-00382,ДОГ-4739/2024,Металлопрокат,RUB,21,Отсрочка 30 дней,2024-08-03,2026-06-20,Действует
CTR-000284,SUP-00138,ДОГ-8520/2024,Подшипники,USD,7,Предоплата 50%,2024-03-09,2026-06-29,Действует
CTR-000285,SUP-00065,ДОГ-9652/2024,Гидравлика,RUB,21,Отсрочка 15 дней,2024-06-19,2026-08-03,Действует
CTR-000286,SUP-00073,ДОГ-7825/2025,Гидравлика,RUB,10,Предоплата 50%,2025-06-06,2025-04-29,Истёк
CTR-000287,SUP-00008,ДОГ-2107/2025,Шины и диски,RUB,10,Предоплата 50%,2025-01-15,2026-09-15,Действует
CTR-000288,SUP-00382,ДОГ-6867/2025,Подшипники,RUB,30,Отсрочка 30 дней,2025-02-08,2026-04-07,Действует
CTR-000289,SUP-00176,ДОГ-1494/2025,ЛКМ и химия,CNY,30,Предоплата 50%,2025-05-25,2026-08-10,Действует
CTR-000290,SUP-00493,ДОГ-7070/2024,Шины и диски,RUB,7,Отсрочка 15 дней,2024-08-21,2026-07-04,Действует
CTR-000291,SUP-00159,ДОГ-3372/2024,Услуги (логистика/ремонт),RUB,30,Отсрочка 30 дней,2024-01-21,2026-11-19,Действует
CTR-000292,SUP-00175,ДОГ-8029/2024,ЛКМ и химия,RUB,14,Отсрочка 15 дней,2024-03-20,2026-09-01,Действует
CTR-000293,SUP-00079,ДОГ-9195/2024,Услуги (логистика/ремонт),USD,45,Предоплата 50%,2024-11-19,2026-09-13,Действует
CTR-000294,SUP-00154,ДОГ-1452/2024,Шины и диски,CNY,14,Отсрочка 30 дней,2024-09-11,2026-02-22,Действует
CTR-000295,SUP-00059,ДОГ-3133/2024,Услуги (логистика/ремонт),RUB,10,Отсрочка 15 дней,2024-06-28,2026-08-08,Действует
CTR-000296,SUP-00034,ДОГ-8899/2024,Крепёж,RUB,7,Отсрочка 30 дней,2024-06-23,2025-03-19,Истёк
CTR-000297,SUP-00414,ДОГ-2977/2025,Услуги (логистика/ремонт),RUB,21,Предоплата 100%,2025-01-08,2025-05-10,Истёк
CTR-000298,SUP-00066,ДОГ-7094/2024,Крепёж,RUB,14,Предоплата 100%,2024-10-22,2026-10-19,Действует
CTR-000299,SUP-00414,ДОГ-7140/2025,Подшипники,RUB,21,Предоплата 100%,2025-02-11,2026-06-01,Действует
CTR-000300,SUP-00480,ДОГ-4066/2024,Металлопрокат,RUB,45,Предоплата 50%,2024-01-03,2026-04-15,Действует
CTR-000301,SUP-00175,ДОГ-4020/2025,Гидравлика,RUB,21,Отсрочка 15 дней,2025-07-30,2026-11-03,Действует
CTR-000302,SUP-00414,ДОГ-8382/2024,Услуги (логистика/ремонт),RUB,10,Предоплата 100%,2024-02-26,2026-02-19,Действует
CTR-000303,SUP-00403,ДОГ-1644/2024,Электрооборудование,RUB,7,Отсрочка 15 дней,2024-03-17,2025-04-05,Истёк
CTR-000304,SUP-00135,ДОГ-4007/2024,ЛКМ и химия,RUB,21,Предоплата 50%,2024-07-16,2026-09-05,Действует
CTR-000305,SUP-00284,ДОГ-8267/2024,Гидравлика,RUB,30,Отсрочка 45 дней,2024-04-19,2026-06-05,Действует
CTR-000306,SUP-00005,ДОГ-6326/2024,ЛКМ и химия,RUB,10,Отсрочка 45 дней,2024-08-09,2026-08-05,Действует
CTR-000307,SUP-00422,ДОГ-4587/2025,Шины и диски,RUB,21,Отсрочка 15 дней,2025-07-11,2026-11-19,Действует
CTR-000308,SUP-00366,ДОГ-3622/2025,Крепёж,USD,10,Отсрочка 15 дней,2025-05-14,2026-02-27,Действует
CTR-000309,SUP-00160,ДОГ-8032/2024,Металлопрокат,RUB,21,Предоплата 100%,2024-02-12,2025-01-09,Истёк
CTR-000310,SUP-00379,ДОГ-8432/2025,Подшипники,CNY,45,Предоплата 50%,2025-04-02,2026-04-19,Действует
CTR-000311,SUP-00139,ДОГ-7121/2024,Металлопрокат,USD,45,Отсрочка 45 дней,2024-07-23,2026-11-29,Действует
CTR-000312,SUP-00001,ДОГ-7859/2025,Услуги (логистика/ремонт),RUB,21,Отсрочка 15 дней,2025-07-07,2026-08-13,Действует
CTR-000313,SUP-00418,ДОГ-2692/2024,Подшипники,CNY,7,Предоплата 100%,2024-01-17,2026-01-19,Действует
CTR-000314,SUP-00067,ДОГ-4902/2024,Металлопрокат,RUB,14,Отсрочка 15 дней,2024-03-14,2026-06-16,Действует
CTR-000315,SUP-00262,ДОГ-6709/2024,Шины и диски,RUB,10,Предоплата 50%,2024-01-30,2026-04-04,Действует
CTR-000316,SUP-00067,ДОГ-3522/2024,Электрооборудование,RUB,14,Отсрочка 15 дней,2024-06-14,2026-02-03,Действует
CTR-000317,SUP-00422,ДОГ-6531/2024,ЛКМ и химия,RUB,45,Отсрочка 15 дней,2024-02-24,2026-05-09,Действует
CTR-000318,SUP-00355,ДОГ-9262/2024,ЛКМ и химия,RUB,30,Предоплата 50%,2024-01-29,2024-11-19,Истёк
CTR-000319,SUP-00080,ДОГ-5035/2024,Гидравлика,RUB,30,Предоплата 50%,2024-09-02,2025-06-07,Истёк
CTR-000320,SUP-00175,ДОГ-9820/2024,Шины и диски,RUB,10,Отсрочка 15 дней,2024-01-02,2026-10-29,Действует
CTR-000321,SUP-00414,ДОГ-1942/2024,Услуги (логистика/ремонт),RUB,30,Предоплата 100%,2024-09-26,2026-11-06,Действует
CTR-000322,SUP-00172,ДОГ-9133/2024,Гидравлика,RUB,7,Отсрочка 15 дней,2024-05-11,2026-05-18,Действует
CTR-000323,SUP-00217,ДОГ-2074/2024,Металлопрокат,USD,10,Отсрочка 45 дней,2024-11-06,2026-04-05,Действует
CTR-000324,SUP-00294,ДОГ-8342/2024,Электрооборудование,CNY,7,Отсрочка 45 дней,2024-09-25,2026-04-28,Действует
